Temps,Temperature,Frequency,Cpu_usage,Cpu_memory,Classe
1697227347.888,48.199,1800.0,36.5,10.3,normal
1697227348.39,46.738,1800.0,8.5,10.4,normal
1697227348.893,47.225,1800.0,4.5,10.4,normal
1697227349.395,46.251,1800.0,3.5,10.4,normal
1697227349.898,47.225,1800.0,7.4,10.4,normal
1697227350.4,47.712,1800.0,4.5,10.4,normal
1697227350.903,47.225,1800.0,4.0,10.4,normal
1697227351.406,45.764,1800.0,5.0,10.4,normal
1697227351.908,47.225,1800.0,4.5,10.4,normal
1697227352.413,46.738,800.0,4.5,10.4,normal
1697227352.917,46.738,900.0,5.4,10.3,normal
1697227353.42,46.738,1800.0,20.5,10.0,normal
1697227353.922,46.738,1800.0,34.2,10.3,normal
1697227354.425,46.738,1800.0,5.4,10.3,normal
1697227354.928,46.738,1800.0,4.0,10.3,normal
1697227355.43,46.251,1800.0,4.0,10.3,normal
1697227355.933,47.225,1800.0,4.0,10.3,normal
1697227356.435,46.738,1800.0,5.0,10.3,normal
1697227356.938,47.225,1800.0,3.0,10.3,normal
1697227357.44,47.225,1800.0,4.0,10.3,normal
1697227357.943,46.738,1800.0,4.0,10.3,normal
1697227358.448,46.251,600.0,4.5,10.3,normal
1697227358.952,45.764,1000.0,6.0,10.3,normal
1697227359.455,45.764,1800.0,15.0,9.9,normal
1697227359.958,47.712,1800.0,37.2,10.3,normal
1697227360.461,46.738,1800.0,6.0,10.4,normal
1697227360.963,46.251,1800.0,4.5,10.4,normal
1697227361.466,46.738,1800.0,4.0,10.3,normal
1697227361.968,47.225,1800.0,3.5,10.4,normal
1697227362.471,46.738,1800.0,3.5,10.3,normal
1697227362.973,47.225,1800.0,3.0,10.4,normal
1697227363.476,46.738,1800.0,3.5,10.4,normal
1697227363.978,46.738,1800.0,2.0,10.4,normal
1697227364.483,45.764,700.0,5.4,10.3,normal
1697227364.988,46.251,800.0,3.5,10.4,normal
1697227365.491,46.738,1800.0,18.4,10.0,normal
1697227365.994,46.738,1800.0,35.3,10.4,normal
1697227366.496,47.712,1800.0,6.9,10.4,normal
1697227366.999,46.251,1800.0,4.0,10.4,normal
1697227367.501,46.738,1800.0,3.5,10.4,normal
1697227368.004,46.251,1800.0,3.5,10.4,normal
1697227368.507,46.251,1800.0,2.5,10.4,normal
1697227369.009,46.738,1800.0,4.4,10.4,normal
1697227369.512,46.738,1800.0,4.5,10.4,normal
1697227370.014,46.738,1800.0,4.0,10.4,normal
1697227370.519,46.251,800.0,5.5,10.4,normal
1697227371.023,46.738,800.0,5.4,10.4,normal
1697227371.527,46.251,1800.0,26.4,10.0,normal
1697227372.029,47.712,1800.0,29.8,10.3,normal
1697227372.532,45.764,1800.0,4.5,10.3,normal
1697227373.035,46.738,1800.0,5.5,10.3,normal
